id,name,type,url,last_processed_at,is_active,config,created_at,updated_at
656800fa-527d-43a2-af1e-41f9196aa534,The Meb Faber Research Podcast,podcast,https://mebfaber.libsyn.com/rss,,false,"{""priority"": ""medium"", ""categories"": [""investing"", ""research"", ""quantitative""], ""description"": ""Quantitative investing and research"", ""extract_guests"": true, ""update_frequency"": ""weekly"", ""process_transcript"": true}",2025-07-10 17:03:16.735013+00,2025-07-16 19:39:06.164166+00
65cb778f-3c8f-4602-be5c-448338dc8b14,Wall Street Journal - Markets,rss,https://feeds.a.dj.com/rss/RSSMarketsMain.xml,2025-07-16 22:29:07.945+00,true,"{""description"": ""Market news from WSJ"", ""update_frequency"": ""hourly""}",2025-07-14 17:28:42.23972+00,2025-07-16 23:26:57.05395+00
69e2d6e9-684e-41af-8519-7b5b856861e0,Financial Times,rss,https://www.ft.com/?format=rss,2025-07-17 00:00:50.12+00,true,"{""description"": ""Global financial news"", ""update_frequency"": ""hourly""}",2025-07-14 17:28:42.471207+00,2025-07-17 00:00:50.303174+00
7122eb35-6bae-4a3d-b32a-f0cbedea62af,Ars Technica,rss,https://feeds.arstechnica.com/arstechnica/index,2025-07-17 00:00:46.524+00,true,"{""description"": ""Technology news and analysis"", ""update_frequency"": ""hourly""}",2025-07-14 17:28:41.729048+00,2025-07-17 00:00:46.704267+00
72fb8af1-a187-4b79-93a5-c88fc534af41,CNBC Your Money Minute,podcast,https://feeds.simplecast.com/_mQMEG_J,2025-07-17 00:01:27.443+00,true,"{""priority"": ""medium"", ""categories"": [""finance"", ""personal_finance"", ""investing""], ""description"": ""CNBC's Your Money Minute - quick financial insights"", ""extract_guests"": true, ""update_frequency"": ""daily"", ""process_transcript"": true}",2025-07-16 19:52:56.339049+00,2025-07-17 00:01:27.638323+00
73a17395-38a6-4b21-9901-42ca25f7510d,WSJ What's News,podcast,https://video-api.wsj.com/podcast/rss/wsj/whats-news,2025-07-17 00:01:34.506+00,true,"{""priority"": ""medium"", ""categories"": [""news"", ""business"", ""finance""], ""description"": ""Wall Street Journal's news podcast"", ""extract_guests"": true, ""update_frequency"": ""daily"", ""process_transcript"": true}",2025-07-16 19:52:59.813793+00,2025-07-17 00:07:42.174176+00
748fa106-f015-4825-84a4-0b456dfb41e2,Hacker News,rss,https://news.ycombinator.com/rss,2025-07-17 00:00:45.151+00,true,"{""description"": ""Tech and startup news"", ""update_frequency"": ""hourly""}",2025-07-14 17:28:41.898689+00,2025-07-17 00:00:45.346011+00
766e63f9-ba82-4751-bec8-9c21f4464c0c,CNBC Mad Money,podcast,https://feeds.megaphone.fm/madmoney,,false,"{""priority"": ""medium"", ""show_time"": ""evening"", ""categories"": [""finance"", ""investing"", ""stocks""], ""description"": ""Jim Cramer stock picks and market analysis"", ""extract_guests"": true, ""update_frequency"": ""daily"", ""process_transcript"": true}",2025-07-10 17:03:14.058596+00,2025-07-14 17:28:39.680456+00
7b306ca1-b876-42f2-8e08-03a1ebc9443b,IMF Economic Outlook,rss,https://www.imf.org/en/News/RSS,,true,"{""priority"": ""low"", ""categories"": [""global_economy"", ""policy"", ""forecasts""], ""update_frequency"": ""daily""}",2025-07-19 02:24:02.929652+00,2025-07-19 02:24:02.929652+00
7b47504c-9fda-4ecd-993e-47d066119c49,The Tim Ferriss Show,podcast,https://rss.art19.com/tim-ferriss-show,2025-07-16 22:29:03.567+00,true,"{""description"": ""Interviews with world-class performers"", ""update_frequency"": ""daily""}",2025-07-12 21:01:21.539989+00,2025-07-16 22:29:03.717864+00
7f9235f1-e456-414d-88b4-87414a9beeb1,CNBC Fast Money,podcast,https://feeds.simplecast.com/szW8tJ16,2025-07-17 00:00:37.815+00,true,"{""priority"": ""high"", ""show_time"": ""after_hours"", ""categories"": [""finance"", ""trading"", ""options""], ""description"": ""Trading strategies and market commentary"", ""extract_guests"": true, ""update_frequency"": ""daily"", ""process_transcript"": true}",2025-07-10 17:03:13.858662+00,2025-07-17 00:00:38.001372+00
81d002c1-c30e-4ea7-8704-1b5efb3604df,CNBC Worldwide Exchange,podcast,https://feeds.simplecast.com/Bt3ITxGl,2025-07-17 00:00:48.269+00,true,"{""priority"": ""medium"", ""categories"": [""finance"", ""markets"", ""global""], ""description"": ""CNBC's Worldwide Exchange podcast - global market perspective"", ""extract_guests"": true, ""update_frequency"": ""daily"", ""process_transcript"": true}",2025-07-16 19:52:55.195737+00,2025-07-17 00:00:48.451674+00
824b8967-856c-435b-b853-917d560f19e1,MarketWatch,rss,https://feeds.marketwatch.com/marketwatch/marketpulse/,,false,"{""priority"": ""medium"", ""categories"": [""finance"", ""markets"", ""investing""], ""description"": ""MarketWatch market pulse and analysis"", ""update_frequency"": ""30min"", ""extract_full_article"": true}",2025-07-10 17:03:15.614716+00,2025-07-14 17:28:39.680456+00
826d914f-7cfc-4c2b-bb17-a6ab9a71b760,Test Audio Feed,podcast,https://example.com/test,,false,{},2025-07-12 20:54:06.910469+00,2025-07-14 17:28:39.680456+00
84995610-661a-4929-8949-ae8b619b893a,All-In Podcast,podcast,https://allinchamathjason.libsyn.com/rss,2025-07-17 00:01:14.378+00,true,"{""priority"": ""medium"", ""categories"": [""technology"", ""venture_capital"", ""politics"", ""economics""], ""extract_guests"": true, ""update_frequency"": ""weekly"", ""transcript_source"": ""podcast_transcript_api"", ""process_transcript"": true}",2025-07-14 17:28:39.968764+00,2025-07-17 00:01:14.562301+00
89e3318a-ceea-4a85-8afa-8d53ed046a61,CNBC Squawk Box,podcast,https://feeds.megaphone.fm/squawkbox,,false,"{""priority"": ""high"", ""show_time"": ""pre_market"", ""categories"": [""finance"", ""markets"", ""economy"", ""earnings""], ""description"": ""Pre-market show with market outlook and guest interviews"", ""extract_guests"": true, ""update_frequency"": ""daily"", ""process_transcript"": true}",2025-07-10 17:03:12.691725+00,2025-07-14 17:28:39.680456+00
8c028ea5-9f91-4c19-aed7-7fda503a9858,CNBC Top News,rss,https://www.cnbc.com/id/100003114/device/rss/rss.html,2025-07-14 17:31:48.598+00,false,"{""description"": ""Top business news from CNBC"", ""update_frequency"": ""hourly""}",2025-07-14 17:28:42.642532+00,2025-07-16 19:44:43.893956+00
954b8fbd-3cf5-45d8-a29b-7e94a9f0ed86,Chat with Traders,podcast,https://chatwithtraders.libsyn.com/rss,,false,"{""priority"": ""medium"", ""categories"": [""trading"", ""finance"", ""strategy""], ""description"": ""Interviews with successful traders"", ""extract_guests"": true, ""update_frequency"": ""weekly"", ""process_transcript"": true}",2025-07-10 17:03:14.847721+00,2025-07-16 19:39:05.87833+00
9617e7fd-415d-4414-b107-7a8e74d918bb,CNBC Power Lunch,podcast,https://feeds.simplecast.com/_qvRgwME,2025-07-17 00:00:39.266+00,true,"{""priority"": ""medium"", ""show_time"": ""midday"", ""categories"": [""finance"", ""markets"", ""business""], ""description"": ""Midday market analysis and business news"", ""extract_guests"": true, ""update_frequency"": ""daily"", ""process_transcript"": true}",2025-07-10 17:03:13.523961+00,2025-07-17 00:00:39.444144+00
99548e5e-80c3-488b-a6ff-11f978ffb933,Real Vision Podcast,podcast,https://feeds.megaphone.fm/realvision,,false,"{""priority"": ""medium"", ""categories"": [""finance"", ""macro"", ""alternative""], ""description"": ""Alternative investment perspectives"", ""extract_guests"": true, ""update_frequency"": ""weekly"", ""process_transcript"": true}",2025-07-10 17:03:16.55093+00,2025-07-14 17:28:39.680456+00
99bed005-67ee-43c7-b13c-837b5c8035a4,OilPrice.com,rss,https://oilprice.com/rss/main,,true,"{""priority"": ""medium"", ""categories"": [""energy"", ""commodities"", ""oil""], ""update_frequency"": ""hourly""}",2025-07-19 02:24:03.080772+00,2025-07-19 02:24:03.080772+00
9a28414a-c814-4abc-b782-86ed2e6ed7d7,MarketWatch,rss,http://feeds.marketwatch.com/marketwatch/topstories/,2025-07-17 00:00:57.335+00,true,"{""description"": ""Stock market news"", ""update_frequency"": ""hourly""}",2025-07-14 17:28:42.864428+00,2025-07-17 00:00:57.531816+00
9a5391ba-6065-453a-9f1d-db2ed96b91d1,Steve Forbes: What's Ahead,podcast,https://rss.art19.com/steve-forbes-whats-ahead,2025-07-17 00:01:31.203+00,true,"{""priority"": ""medium"", ""categories"": [""finance"", ""economics"", ""business""], ""description"": ""Forbes' Steve Forbes discusses economic trends and business insights"", ""extract_guests"": true, ""update_frequency"": ""daily"", ""process_transcript"": true}",2025-07-16 19:52:58.888498+00,2025-07-17 00:01:31.394205+00
9a91a22b-3ef7-4869-b5d4-91b0b29235dd,Huberman Lab,podcast,https://feeds.libsyn.com/356646/rss,,false,"{""priority"": ""high"", ""categories"": [""science"", ""health"", ""neuroscience""], ""extract_guests"": true, ""process_transcript"": true}",2025-07-12 21:01:21.85106+00,2025-07-14 17:28:39.680456+00
9c40b1cc-090f-4e99-b309-c475820925c0,CNBC Opening Bell,podcast,https://feeds.megaphone.fm/openingbell,,false,"{""priority"": ""high"", ""show_time"": ""market_open"", ""categories"": [""finance"", ""markets"", ""trading""], ""description"": ""Market opening analysis and trading outlook"", ""extract_guests"": true, ""update_frequency"": ""daily"", ""process_transcript"": true}",2025-07-10 17:03:12.974937+00,2025-07-14 17:28:39.680456+00
9c62702a-bca0-47be-9137-b82b12401c66,Peter Zeihan Blog,rss,https://zeihan.com/feed/,2025-07-10 05:59:27.364+00,false,"{""priority"": ""high"", ""categories"": [""geopolitics"", ""economics"", ""demographics""], ""update_frequency"": ""daily""}",2025-07-10 05:02:05.789927+00,2025-07-14 17:28:39.680456+00
9d53b2b8-e888-4c5c-8529-0267c413deca,Seeking Alpha Market News,rss,https://seekingalpha.com/market_currents.xml,2025-07-16 22:28:53.859+00,true,"{""description"": ""Market analysis and news"", ""update_frequency"": ""hourly""}",2025-07-14 17:28:43.04384+00,2025-07-16 22:28:54.00379+00
9fbd0943-3e43-4dc0-8980-8ab6ff58e6ce,CNBC Squawk Box Europe Express,podcast,https://rss.art19.com/squawk-box-europe,2025-07-17 00:01:21.922+00,true,"{""priority"": ""medium"", ""categories"": [""finance"", ""markets"", ""europe""], ""description"": ""CNBC's European market podcast"", ""extract_guests"": true, ""update_frequency"": ""daily"", ""process_transcript"": true}",2025-07-16 19:52:57.679403+00,2025-07-17 00:01:22.119107+00
a23c5e4c-3db5-4327-9874-856019fe684a,CNBC Options Action,podcast,https://feeds.simplecast.com/CqxTohm7,2025-07-16 22:28:33.2+00,true,"{""priority"": ""medium"", ""categories"": [""finance"", ""options"", ""trading""], ""description"": ""CNBC's Options Action podcast - options trading strategies"", ""extract_guests"": true, ""update_frequency"": ""daily"", ""process_transcript"": true}",2025-07-16 19:52:56.726838+00,2025-07-16 22:28:33.32988+00
a458453a-bb21-4608-af0a-949fbf596cf4,Bloomberg Surveillance,podcast,https://feeds.bloomberg.fm/surveillance,,true,"{""priority"": ""high"", ""categories"": [""finance"", ""markets"", ""global_economy""], ""extract_guests"": true, ""update_frequency"": ""hourly""}",2025-07-19 02:24:01.327323+00,2025-07-19 02:24:01.327323+00
ac0c3fae-df65-4403-9511-e4c5b1868076,USA Today 5 Things,podcast,https://rss.art19.com/5-things,2025-07-17 00:01:32.789+00,true,"{""priority"": ""medium"", ""categories"": [""news"", ""business"", ""finance""], ""description"": ""USA Today's daily news podcast covering business and finance"", ""extract_guests"": true, ""update_frequency"": ""daily"", ""process_transcript"": true}",2025-07-16 19:52:58.112919+00,2025-07-17 00:01:32.97199+00
b19f6668-c127-401f-adbb-5184b8c174e9,CNBC Podcasts,podcast,https://feeds.megaphone.fm/CNBC1378508608,2025-07-12 22:13:21.186+00,false,"{""priority"": ""high"", ""categories"": [""finance"", ""markets"", ""economy""], ""extract_guests"": true, ""update_frequency"": ""hourly"", ""process_transcript"": true}",2025-07-10 05:02:05.789927+00,2025-07-14 17:28:39.680456+00
b4c0688e-a3f3-4a5c-93fa-ec42f274bf70,CNBC Mad Money w/ Jim Cramer,podcast,https://feeds.simplecast.com/TkQfZXMD,2025-07-17 00:01:17.293+00,true,"{""priority"": ""medium"", ""categories"": [""finance"", ""stocks"", ""investing""], ""description"": ""CNBC's Mad Money podcast with Jim Cramer - stock picks and market analysis"", ""extract_guests"": true, ""update_frequency"": ""daily"", ""process_transcript"": true}",2025-07-16 19:52:56.5235+00,2025-07-17 00:01:17.479252+00
b7c133fc-f459-498c-a1cc-b0b295e9e970,This Week in Startups,podcast,https://feeds.megaphone.fm/thisweekin,,false,"{""priority"": ""medium"", ""categories"": [""startups"", ""venture_capital"", ""technology""], ""extract_guests"": true, ""update_frequency"": ""daily"", ""process_transcript"": true}",2025-07-10 05:02:05.789927+00,2025-07-14 17:28:39.680456+00
c41a571c-409e-4fd3-a4e2-da7fbfd9a0aa,VentureBeat,rss,https://venturebeat.com/feed/,2025-07-17 00:00:01.997+00,true,"{""description"": ""Tech and innovation news"", ""update_frequency"": ""hourly""}",2025-07-14 17:28:43.190625+00,2025-07-17 00:00:02.172464+00
c732f115-9809-4d77-9b99-beee934200f0,TechCrunch,rss,https://techcrunch.com/feed/,2025-07-17 00:01:02.545+00,true,"{""description"": ""Technology news and analysis"", ""update_frequency"": ""hourly""}",2025-07-14 17:28:41.396492+00,2025-07-17 00:01:02.74763+00
cad5af6c-4d6a-46b9-ac36-e2056edad7b4,Marketplace,podcast,https://feeds.publicradio.org/public_feeds/marketplace-pm/rss/rss,2025-07-17 00:00:55.746+00,true,"{""description"": ""Business news from American Public Media"", ""update_frequency"": ""daily""}",2025-07-14 17:28:41.060937+00,2025-07-17 00:00:55.936495+00
cadd2061-0ee2-4127-a81c-fd7ad8123950,CNBC The Exchange,podcast,https://feeds.simplecast.com/tc4zxWgX,2025-07-17 00:01:26.067+00,true,"{""priority"": ""medium"", ""categories"": [""finance"", ""markets"", ""business""], ""description"": ""CNBC's The Exchange podcast - market analysis and business news"", ""extract_guests"": true, ""update_frequency"": ""daily"", ""process_transcript"": true}",2025-07-16 19:52:56.119874+00,2025-07-17 00:01:26.255344+00
ccf3a3d1-b220-4aae-bc5f-b1b215f0acc1,Capital Allocators,podcast,https://feeds.megaphone.fm/capitalallocators,,false,"{""priority"": ""medium"", ""categories"": [""investing"", ""hedge_funds"", ""asset_management""], ""description"": ""Institutional investing and capital allocation"", ""extract_guests"": true, ""update_frequency"": ""weekly"", ""process_transcript"": true}",2025-07-10 17:03:15.054578+00,2025-07-14 17:28:39.680456+00
d04178ac-1610-45a3-9ede-193a6c007a0d,CNBC Squawk on the Street,podcast,https://feeds.simplecast.com/GcylmXl7,2025-07-17 00:01:24.276+00,true,"{""priority"": ""medium"", ""categories"": [""finance"", ""markets"", ""trading""], ""description"": ""CNBC's Squawk on the Street podcast - morning market analysis"", ""extract_guests"": true, ""update_frequency"": ""daily"", ""process_transcript"": true}",2025-07-16 19:52:55.455794+00,2025-07-17 00:01:24.457072+00
d23ae317-1006-471e-8606-c3465b3dc9f3,The Indicator from Planet Money,podcast,https://feeds.npr.org/510325/podcast.xml,2025-07-17 00:01:04.116+00,true,"{""description"": ""Daily economics news"", ""update_frequency"": ""daily""}",2025-07-14 17:28:40.872681+00,2025-07-17 00:01:04.309253+00
d34f8140-274c-463b-b1dd-435bacc0702f,Macro Musings,podcast,https://macromusings.libsyn.com/rss,,false,"{""priority"": ""medium"", ""categories"": [""economics"", ""monetary_policy"", ""fed""], ""description"": ""Economic policy and Fed analysis"", ""extract_guests"": true, ""update_frequency"": ""weekly"", ""process_transcript"": true}",2025-07-10 17:03:16.174188+00,2025-07-16 19:39:06.018677+00
d63534c1-3cbc-4c0e-abca-c06b3f64b792,All-In Podcast,podcast,https://feeds.megaphone.fm/all-in-with-chamath-jason-sacks-friedberg,,true,"{""priority"": ""medium"", ""categories"": [""technology"", ""venture_capital"", ""politics""], ""extract_guests"": true, ""update_frequency"": ""weekly""}",2025-07-19 02:24:01.618805+00,2025-07-19 02:24:01.618805+00
d6fe9d6b-ea57-4543-8b39-941a5c51ce4e,CNBC Closing Bell,podcast,https://feeds.simplecast.com/Nh1wIaXT,2025-07-17 00:00:36.313+00,true,"{""priority"": ""high"", ""show_time"": ""market_close"", ""categories"": [""finance"", ""markets"", ""trading""], ""description"": ""End-of-day market wrap-up and analysis"", ""extract_guests"": true, ""update_frequency"": ""daily"", ""process_transcript"": true}",2025-07-10 17:03:13.210481+00,2025-07-17 00:00:36.496271+00
d9fc5494-b44d-4284-97b1-254d0cf83890,Federal Reserve Economic Data Blog,rss,https://fredblog.stlouisfed.org/feed/,,false,"{""priority"": ""medium"", ""categories"": [""economics"", ""fed"", ""data""], ""description"": ""Federal Reserve economic research and data"", ""update_frequency"": ""daily"", ""extract_full_article"": true}",2025-07-10 17:03:17.106531+00,2025-07-14 17:28:39.680456+00
dd0a2478-7cb3-4f8a-81ca-44038276b1df,The Acquirers Podcast,podcast,https://feeds.megaphone.fm/acquirers,,false,"{""priority"": ""medium"", ""categories"": [""value_investing"", ""finance"", ""stocks""], ""description"": ""Value investing strategies and stock analysis"", ""extract_guests"": true, ""update_frequency"": ""weekly"", ""process_transcript"": true}",2025-07-10 17:03:15.251988+00,2025-07-14 17:28:39.680456+00
df98126d-b0e9-466f-b586-08195844a1d0,Lex Fridman Podcast,podcast,https://lexfridman.com/feed/podcast/,,false,"{""priority"": ""high"", ""categories"": [""technology"", ""science"", ""philosophy""], ""extract_guests"": true, ""process_transcript"": true}",2025-07-12 21:01:21.222959+00,2025-07-14 17:28:39.680456+00
e38eddb6-41e9-4b83-a4c5-3ebd1d23f65a,CNBC Squawk Box,podcast,https://feeds.nbcuni.com/cnbc/podcast/squawk-box,,true,"{""priority"": ""high"", ""categories"": [""finance"", ""markets"", ""economy""], ""update_frequency"": ""hourly"", ""process_transcript"": true}",2025-07-19 02:24:01.100527+00,2025-07-19 02:24:01.100527+00
e5e99f6f-11d9-43f3-af5e-cc0cdd51cb58,Bankless,podcast,https://feeds.simplecast.com/0KaAW2NV,,true,"{""priority"": ""low"", ""categories"": [""crypto"", ""defi"", ""web3""], ""update_frequency"": ""twice_weekly""}",2025-07-19 02:24:02.645305+00,2025-07-19 02:24:02.645305+00
e6166796-d57c-4bd0-8992-dc6fe90dcc36,Planet Money,podcast,https://feeds.npr.org/510289/podcast.xml,2025-07-17 00:01:01.108+00,true,"{""description"": ""NPR's economics podcast"", ""update_frequency"": ""daily""}",2025-07-10 17:03:16.384216+00,2025-07-17 00:01:01.2908+00
e79161a8-3b15-4a4c-a1a2-87b828f9266e,How I Built This,podcast,https://feeds.npr.org/510313/podcast.xml,2025-07-17 00:00:53.091+00,true,"{""description"": ""Stories behind successful companies"", ""update_frequency"": ""daily""}",2025-07-14 17:28:41.23278+00,2025-07-17 00:00:53.287934+00
e7ad7ca0-ed70-40fb-96ad-69f77615999d,Bloomberg Odd Lots,podcast,https://feeds.simplecast.com/47qQJ8Ub,,true,"{""priority"": ""medium"", ""categories"": [""finance"", ""economics"", ""markets""], ""description"": ""Deep dives into market anomalies and economics"", ""extract_guests"": true, ""update_frequency"": ""weekly"", ""process_transcript"": true}",2025-07-10 17:03:14.632078+00,2025-07-16 19:53:15.309439+00
f9a027b1-4ec3-45d3-bc33-c4f84513e4a7,Financial Times - Markets,rss,https://www.ft.com/markets?format=rss,2025-07-10 05:59:26.539+00,false,"{""priority"": ""high"", ""categories"": [""finance"", ""markets"", ""global_economy""], ""update_frequency"": ""15min"", ""extract_full_article"": true}",2025-07-10 05:02:05.789927+00,2025-07-14 17:28:39.680456+00
fd6163f1-1c98-4f5e-b682-fd605cbae8a7,Reuters Business,rss,https://feeds.reuters.com/reuters/businessNews,,true,"{""description"": ""Business news from Reuters"", ""update_frequency"": ""hourly""}",2025-07-10 17:03:15.809315+00,2025-07-14 17:28:42.077718+00
fe8383bd-131f-44a4-b3dc-fb61de1bfc27,Chat with Traders,podcast,https://chatwithtraders.com/feed/,,true,"{""priority"": ""medium"", ""categories"": [""trading"", ""markets"", ""strategy""], ""extract_guests"": true, ""update_frequency"": ""weekly""}",2025-07-19 02:24:02.102076+00,2025-07-19 02:24:02.102076+00
